ISOPais	País	Tipo	Celebración	Descripción	Fecha	Año	Mes	Día
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2049-05-09	2049	5	9
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2049-05-15	2049	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2049-05-31	2049	5	31
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2049-06-20	2049	6	20
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2049-06-21	2049	6	21
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2049-06-28	2049	6	28
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2049-07-05	2049	7	5
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2049-07-20	2049	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2049-08-07	2049	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2049-08-16	2049	8	16
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2049-09-18	2049	9	18
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2049-10-18	2049	10	18
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2049-10-31	2049	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2049-11-01	2049	11	1
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2049-11-14	2049	11	14
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2049-11-15	2049	11	15
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2049-12-07	2049	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2049-12-08	2049	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2049-12-24	2049	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2049-12-25	2049	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2049-12-31	2049	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2050-01-01	2050	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2050-01-10	2050	1	10
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2050-03-08	2050	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2050-03-21	2050	3	21
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2050-04-03	2050	4	3
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2050-04-07	2050	4	7
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2050-04-08	2050	4	8
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2050-04-10	2050	4	10
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2050-04-23	2050	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2050-04-26	2050	4	26
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2050-04-29	2050	4	29
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2050-04-30	2050	4	30
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2050-05-01	2050	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2050-05-08	2050	5	8
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2050-05-15	2050	5	15
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2050-05-23	2050	5	23
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2050-06-13	2050	6	13
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2050-06-19	2050	6	19
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2050-06-20	2050	6	20
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2050-07-04	2050	7	4
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2050-07-20	2050	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2050-08-07	2050	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2050-08-15	2050	8	15
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2050-09-17	2050	9	17
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2050-10-17	2050	10	17
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2050-10-31	2050	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2050-11-07	2050	11	7
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2050-11-14	2050	11	14
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2050-11-14	2050	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2050-12-07	2050	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2050-12-08	2050	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2050-12-24	2050	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2050-12-25	2050	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2050-12-31	2050	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2051-01-01	2051	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2051-01-09	2051	1	9
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2051-03-08	2051	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2051-03-20	2051	3	20
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2051-03-26	2051	3	26
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2051-03-30	2051	3	30
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2051-03-31	2051	3	31
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2051-04-02	2051	4	2
CO	Colombia	Observance	Language Day	Language Day is a observance in Colombia	2051-04-23	2051	4	23
CO	Colombia	Observance	Secretaries' Day	Secretaries' Day is a observance in Colombia	2051-04-26	2051	4	26
CO	Colombia	Observance	Children's Day	Children's Day is a observance in Colombia	2051-04-29	2051	4	29
CO	Colombia	Observance	Day of Trees	Day of Trees is a observance in Colombia	2051-04-29	2051	4	29
CO	Colombia	National holiday	Labor Day / May Day	"Labor Day, or May Day, is a day off for workers in many countries around the world."	2051-05-01	2051	5	1
CO	Colombia	Observance	Mother's Day	Mother’s Day celebrates the achievements and efforts of mothers and mother figures.	2051-05-14	2051	5	14
CO	Colombia	National holiday	Ascension Day	Ascension Day is the 40th day of Easter. It is a religious holiday that commemorates the ascension of Jesus Christ into heaven.	2051-05-15	2051	5	15
CO	Colombia	Observance	Teacher's Day	Teacher's Day is a observance in Colombia	2051-05-15	2051	5	15
CO	Colombia	National holiday	Corpus Christi	Corpus Christi is a Christian feast in honor of the Holy Eucharist.	2051-06-05	2051	6	5
CO	Colombia	National holiday	Sacred Heart	Sacred Heart is a national holiday in Colombia	2051-06-12	2051	6	12
CO	Colombia	Observance	Father's Day	Father’s Day celebrates fatherhood and male parenting on different dates worldwide.	2051-06-18	2051	6	18
CO	Colombia	National holiday	Feast of Saint Peter and Saint Paul	Feast of Saint Peter and Saint Paul is a national holiday in Colombia	2051-07-03	2051	7	3
CO	Colombia	National holiday	Independence Day	Independence Day is a national holiday in Colombia	2051-07-20	2051	7	20
CO	Colombia	National holiday	Battle of Boyacá Day	Battle of Boyacá Day is a national holiday in Colombia	2051-08-07	2051	8	7
CO	Colombia	National holiday	Assumption of Mary	The Christian feast of the Assumption of Mary is on or around Aug 15 in most countries. A few celebrate Assumption Day at other times of the year.	2051-08-21	2051	8	21
CO	Colombia	Observance	Valentine's Day	"Valentine’s Day is a special time to celebrate love, romance and friendship."	2051-09-16	2051	9	16
CO	Colombia	National holiday	Columbus Day	Columbus Day is a national holiday in Colombia	2051-10-16	2051	10	16
CO	Colombia	Observance	Halloween	Halloween is a festive occasion that is celebrated in many countries on October 31 each year.	2051-10-31	2051	10	31
CO	Colombia	National holiday	All Saints' Day	"Many churches honor all their saints on All Saints' Day, also known as All Hallows' Day."	2051-11-06	2051	11	6
CO	Colombia	National holiday	Independence of Cartagena	Independence of Cartagena is a national holiday in Colombia	2051-11-13	2051	11	13
CO	Colombia	Observance	Colombian Women's Day	Colombian Women's Day is a observance in Colombia	2051-11-14	2051	11	14
CO	Colombia	Observance	Eve of the Feast of the Immaculate Conception	Eve of the Feast of the Immaculate Conception is a observance in Colombia	2051-12-07	2051	12	7
CO	Colombia	National holiday	Feast of the Immaculate Conception	The Feast of the Immaculate Conception is a Christian observance on December 8 each year.	2051-12-08	2051	12	8
CO	Colombia	Observance	Christmas Eve	Christmas Eve is the day before Christmas Day and falls on December 24 in the Gregorian calendar.	2051-12-24	2051	12	24
CO	Colombia	"National holiday,Christian"	Christmas Day	Christmas Day is one of the biggest Christian celebrations and falls on December 25 in the Gregorian calendar.	2051-12-25	2051	12	25
CO	Colombia	Observance	New Year's Eve	"New Year’s Eve is the last day of the year, December 31, in the Gregorian calendar."	2051-12-31	2051	12	31
CO	Colombia	National holiday	New Year's Day	"New Year’s Day is the first day of the year, or January 1, in the Gregorian calendar."	2052-01-01	2052	1	1
CO	Colombia	National holiday	Epiphany	Epiphany is a national holiday in Colombia	2052-01-08	2052	1	8
CO	Colombia	Observance	Women's Day	Women's Day is a observance in Colombia	2052-03-08	2052	3	8
CO	Colombia	National holiday	Saint Joseph's Day	Saint Joseph's Day is a national holiday in Colombia	2052-03-25	2052	3	25
CO	Colombia	"Observance,Christian"	Palm Sunday	Palm Sunday is a Christian feast that commemorates Jesus Christ’s entry into Jerusalem. It is also the start of Holy Week.	2052-04-14	2052	4	14
CO	Colombia	"National holiday,Christian"	Maundy Thursday	Maundy Thursday is a Christian observance on the Thursday during Holy Week. It is the day before Good Friday.	2052-04-18	2052	4	18
CO	Colombia	"National holiday,Christian"	Good Friday	Good Friday is a global Christian observance two days before Easter Sunday.	2052-04-19	2052	4	19
CO	Colombia	"Observance,Christian"	Easter Sunday	"Easter Sunday commemorates Jesus Christ’s resurrection, according to Christian belief."	2052-04-21	2052	4	21
